IfcGlobalId,IfcClass,Storey,BoqSec,BoqItemRef,Role,Basis,Confidence
2EBpToNovFPhJolAqV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolAuV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolAyV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolB0V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolB4V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolB8V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBCV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBGV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBKV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBOV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBSV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBWV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBaV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBeV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBiV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBmV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBqV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolBuV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolByV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolC0V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolC4V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolC8V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCCV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCGV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCKV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCOV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCSV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCWV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCaV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCeV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCiV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCmV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCqV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCuV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolCyV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolD0V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolD4V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolD8V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDCV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDGV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDKV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDOV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDSV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDWV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDaV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDeV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDiV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDmV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDqV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDuV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolDyV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolE4V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolE8V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolECV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEGV4m1W,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEGV4m2N,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEGV4mFM,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEWV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEaV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEeV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEiV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEmV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEqV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEuV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolEyV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolF0V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolF4V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolF8V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFCV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFGV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFKV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFOV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFSV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFWV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFaV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFeV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFiV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFmV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFqV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFuV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolFyV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolG0V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolG4V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolG8V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGCV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGGV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGKV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGOV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGSV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGWV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGaV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGeV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGiV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGmV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGqV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGuV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolGyV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolH0V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolH4V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolH8V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHCV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHGV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHKV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHOV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHSV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHWV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHaV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHeV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHiV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHmV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHqV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHuV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolHyV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolI0V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolI4V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolI8V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolICV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIGV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIKV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIOV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolISV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIWV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIaV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIeV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIiV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolImV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIqV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIuV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolIyV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolJ0V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolJ4V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolJ8V4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolJCV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolJGV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
2EBpToNovFPhJolJKV4mFI,IFCREINFORCINGBAR,Sub Level,2,2.12,Rebar,"Bar sits on the substructure level, so it is taken as raft reinforcement. The model carries no bar-to-host relationship to confirm it.",0.6
